Selection	View	Channel	Begin File	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence	Rank
1	Spectrogram 1	1	378745.mp3.wav	12.0	15.0	150	15000	cohmar1	Common House-Martin	0.2754275115726042	1
2	Spectrogram 1	1	378745.mp3.wav	15.0	18.0	150	15000	comchi1	Common Chiffchaff	0.6372909649155728	1
3	Spectrogram 1	1	378745.mp3.wav	18.0	21.0	150	15000	ictwar1	Icterine Warbler	0.9990387632778842	1
4	Spectrogram 1	1	378745.mp3.wav	21.0	24.0	150	15000	sposta1	Spotless Starling	0.1134459617772731	1
5	Spectrogram 1	1	378745.mp3.wav	24.0	27.0	150	15000	ictwar1	Icterine Warbler	0.9999895886475431	1
6	Spectrogram 1	1	378745.mp3.wav	27.0	30.0	150	15000	ictwar1	Icterine Warbler	0.9998344913002936	1
7	Spectrogram 1	1	378745.mp3.wav	3.0	6.0	150	15000	sonthr1	Song Thrush	0.9902063437633309	1
8	Spectrogram 1	1	378745.mp3.wav	3.0	6.0	150	15000	blackc1	Eurasian Blackcap	0.21939195799937686	2
9	Spectrogram 1	1	378745.mp3.wav	3.0	6.0	150	15000	euroys1	Eurasian Oystercatcher	0.18549748302152122	3
10	Spectrogram 1	1	378745.mp3.wav	30.0	33.0	150	15000	ictwar1	Icterine Warbler	0.9998199061824432	1
11	Spectrogram 1	1	378745.mp3.wav	33.0	36.0	150	15000	ictwar1	Icterine Warbler	0.9999785834475469	1
12	Spectrogram 1	1	378745.mp3.wav	36.0	39.0	150	15000	ictwar1	Icterine Warbler	0.9998819761083231	1
13	Spectrogram 1	1	378745.mp3.wav	39.0	42.0	150	15000	rerswa1	Red-rumped Swallow	0.22501479765316457	1
14	Spectrogram 1	1	378745.mp3.wav	39.0	42.0	150	15000	houspa	House Sparrow	0.19084432463474713	2
15	Spectrogram 1	1	378745.mp3.wav	39.0	42.0	150	15000	ictwar1	Icterine Warbler	0.16350701406394605	3
16	Spectrogram 1	1	378745.mp3.wav	42.0	45.0	150	15000	ictwar1	Icterine Warbler	0.55990127373342	1
17	Spectrogram 1	1	378745.mp3.wav	42.0	45.0	150	15000	weowar1	Western Olivaceous Warbler	0.29177573341185165	2
18	Spectrogram 1	1	378745.mp3.wav	45.0	48.0	150	15000	ictwar1	Icterine Warbler	0.627453508848422	1
19	Spectrogram 1	1	378745.mp3.wav	45.0	48.0	150	15000	wiltit1	Willow Tit	0.2078336906359058	2
20	Spectrogram 1	1	378745.mp3.wav	48.0	51.0	150	15000	ictwar1	Icterine Warbler	0.8915096750067388	1
21	Spectrogram 1	1	378745.mp3.wav	48.0	51.0	150	15000	garwar1	Garden Warbler	0.43857068022154977	2
22	Spectrogram 1	1	378745.mp3.wav	48.0	51.0	150	15000	blackc1	Eurasian Blackcap	0.43316492214079955	3
23	Spectrogram 1	1	378745.mp3.wav	51.0	54.0	150	15000	ictwar1	Icterine Warbler	0.9901086080821845	1
24	Spectrogram 1	1	378745.mp3.wav	54.0	57.0	150	15000	ictwar1	Icterine Warbler	0.9575761578086542	1
25	Spectrogram 1	1	378745.mp3.wav	54.0	57.0	150	15000	blackc1	Eurasian Blackcap	0.2771173839151968	2
26	Spectrogram 1	1	378745.mp3.wav	54.0	57.0	150	15000	garwar1	Garden Warbler	0.2050358951111018	3
27	Spectrogram 1	1	378745.mp3.wav	57.0	60.0	150	15000	ictwar1	Icterine Warbler	0.6093729061553971	1
28	Spectrogram 1	1	378745.mp3.wav	57.0	60.0	150	15000	comred2	Common Redstart	0.12100832148086396	2
29	Spectrogram 1	1	378745.mp3.wav	57.0	60.0	150	15000	sonthr1	Song Thrush	0.10648220978240175	3
30	Spectrogram 1	1	378745.mp3.wav	6.0	9.0	150	15000	ictwar1	Icterine Warbler	0.9788493235283138	1
31	Spectrogram 1	1	378745.mp3.wav	6.0	9.0	150	15000	melwar1	Melodious Warbler	0.5587796417993253	2
32	Spectrogram 1	1	378745.mp3.wav	9.0	12.0	150	15000	garwar1	Garden Warbler	0.7485503207376354	1
33	Spectrogram 1	1	378745.mp3.wav	9.0	12.0	150	15000	ictwar1	Icterine Warbler	0.389947712041605	2
34	Spectrogram 1	1	378745.mp3.wav	9.0	12.0	150	15000	melwar1	Melodious Warbler	0.3437159887855414	3
35	Spectrogram 1	1	378745.mp3.wav	60.0	63.0	150	15000	ictwar1	Icterine Warbler	0.8886990145196666	1
36	Spectrogram 1	1	378745.mp3.wav	60.0	63.0	150	15000	garwar1	Garden Warbler	0.6038553875710444	2
37	Spectrogram 1	1	378745.mp3.wav	60.0	63.0	150	15000	blackc1	Eurasian Blackcap	0.354428261708614	3
38	Spectrogram 1	1	378745.mp3.wav	72.0	75.0	150	15000	euroys1	Eurasian Oystercatcher	0.7968364426669832	1
39	Spectrogram 1	1	378745.mp3.wav	72.0	75.0	150	15000	sonthr1	Song Thrush	0.1268028976114528	2
40	Spectrogram 1	1	378745.mp3.wav	75.0	78.0	150	15000	sonthr1	Song Thrush	0.4155889902824204	1
41	Spectrogram 1	1	378745.mp3.wav	75.0	78.0	150	15000	marwar3	Marsh Warbler	0.35205729737568975	2
42	Spectrogram 1	1	378745.mp3.wav	75.0	78.0	150	15000	ictwar1	Icterine Warbler	0.11154082471044287	3
43	Spectrogram 1	1	378745.mp3.wav	78.0	81.0	150	15000	ictwar1	Icterine Warbler	0.5159589949671838	1
44	Spectrogram 1	1	378745.mp3.wav	78.0	81.0	150	15000	sonthr1	Song Thrush	0.27956169500369843	2
45	Spectrogram 1	1	378745.mp3.wav	78.0	81.0	150	15000	blackc1	Eurasian Blackcap	0.20213137462198943	3
46	Spectrogram 1	1	378745.mp3.wav	81.0	84.0	150	15000	ictwar1	Icterine Warbler	0.8882893916996596	1
47	Spectrogram 1	1	378745.mp3.wav	84.0	87.0	150	15000	comchi1	Common Chiffchaff	0.36825521871678835	1
48	Spectrogram 1	1	378745.mp3.wav	84.0	87.0	150	15000	wlwwar	Willow Warbler	0.12241767495657004	2
