Selection	View	Channel	Begin File	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence	Rank
1	Spectrogram 1	1	416980.mp3.wav	12.0	15.0	150	15000	melwar1	Melodious Warbler	0.9997330113463107	1
2	Spectrogram 1	1	416980.mp3.wav	15.0	18.0	150	15000	melwar1	Melodious Warbler	0.9993872531269254	1
3	Spectrogram 1	1	416980.mp3.wav	18.0	21.0	150	15000	comcha	Common Chaffinch	0.3470083294254899	1
4	Spectrogram 1	1	416980.mp3.wav	18.0	21.0	150	15000	comred2	Common Redstart	0.1115901513656118	2
5	Spectrogram 1	1	416980.mp3.wav	21.0	24.0	150	15000	burthr	Blue Rock-Thrush	0.1335317557018271	1
6	Spectrogram 1	1	416980.mp3.wav	21.0	24.0	150	15000	sposta1	Spotless Starling	0.11717529478305061	2
7	Spectrogram 1	1	416980.mp3.wav	24.0	27.0	150	15000	hooori	Hooded Oriole	0.8957719708511716	1
8	Spectrogram 1	1	416980.mp3.wav	24.0	27.0	150	15000	norwhe	Northern Wheatear	0.24907229116155813	2
9	Spectrogram 1	1	416980.mp3.wav	27.0	30.0	150	15000	melwar1	Melodious Warbler	0.9995150505613226	1
10	Spectrogram 1	1	416980.mp3.wav	3.0	6.0	150	15000	melwar1	Melodious Warbler	0.9997035291883348	1
11	Spectrogram 1	1	416980.mp3.wav	30.0	33.0	150	15000	eurbla	Eurasian Blackbird	0.31577150461177933	1
12	Spectrogram 1	1	416980.mp3.wav	30.0	33.0	150	15000	blackc1	Eurasian Blackcap	0.10959113861406224	2
13	Spectrogram 1	1	416980.mp3.wav	30.0	33.0	150	15000	garwar1	Garden Warbler	0.1052687800736709	3
14	Spectrogram 1	1	416980.mp3.wav	33.0	36.0	150	15000	comcha	Common Chaffinch	0.24338366722202812	1
15	Spectrogram 1	1	416980.mp3.wav	33.0	36.0	150	15000	comred2	Common Redstart	0.14158977706942946	2
16	Spectrogram 1	1	416980.mp3.wav	36.0	39.0	150	15000	melwar1	Melodious Warbler	0.9987002472827088	1
17	Spectrogram 1	1	416980.mp3.wav	39.0	42.0	150	15000	melwar1	Melodious Warbler	0.9984179665066476	1
18	Spectrogram 1	1	416980.mp3.wav	45.0	48.0	150	15000	graher1	Gray Heron	0.382536622528029	1
19	Spectrogram 1	1	416980.mp3.wav	45.0	48.0	150	15000	comcra	Common Crane	0.3417105527747825	2
20	Spectrogram 1	1	416980.mp3.wav	45.0	48.0	150	15000	rinphe	Ring-necked Pheasant	0.16801486897048748	3
21	Spectrogram 1	1	416980.mp3.wav	48.0	51.0	150	15000	melwar1	Melodious Warbler	0.9988619885183684	1
22	Spectrogram 1	1	416980.mp3.wav	51.0	54.0	150	15000	melwar1	Melodious Warbler	0.9957489558098034	1
23	Spectrogram 1	1	416980.mp3.wav	54.0	57.0	150	15000	comred2	Common Redstart	0.1392293558955845	1
24	Spectrogram 1	1	416980.mp3.wav	54.0	57.0	150	15000	comcha	Common Chaffinch	0.10102849315672706	2
