Selection	View	Channel	Begin File	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence	Rank
1	Spectrogram 1	1	317829.mp3.wav	12.0	15.0	150	15000	ictwar1	Icterine Warbler	0.9989809554762143	1
2	Spectrogram 1	1	317829.mp3.wav	15.0	18.0	150	15000	ictwar1	Icterine Warbler	0.9995991299462499	1
3	Spectrogram 1	1	317829.mp3.wav	18.0	21.0	150	15000	ictwar1	Icterine Warbler	0.9991122250727846	1
4	Spectrogram 1	1	317829.mp3.wav	18.0	21.0	150	15000	melwar1	Melodious Warbler	0.10187810883292692	2
5	Spectrogram 1	1	317829.mp3.wav	21.0	24.0	150	15000	ictwar1	Icterine Warbler	0.9997581958647229	1
6	Spectrogram 1	1	317829.mp3.wav	24.0	27.0	150	15000	ictwar1	Icterine Warbler	0.9998515290184306	1
7	Spectrogram 1	1	317829.mp3.wav	27.0	30.0	150	15000	melwar1	Melodious Warbler	0.9912092737503752	1
8	Spectrogram 1	1	317829.mp3.wav	27.0	30.0	150	15000	ictwar1	Icterine Warbler	0.29370313775297724	2
9	Spectrogram 1	1	317829.mp3.wav	3.0	6.0	150	15000	ictwar1	Icterine Warbler	0.999124123190409	1
10	Spectrogram 1	1	317829.mp3.wav	30.0	33.0	150	15000	ictwar1	Icterine Warbler	0.9996015300910341	1
11	Spectrogram 1	1	317829.mp3.wav	33.0	36.0	150	15000	ictwar1	Icterine Warbler	0.9845941343232271	1
12	Spectrogram 1	1	317829.mp3.wav	33.0	36.0	150	15000	melwar1	Melodious Warbler	0.8142008481876744	2
13	Spectrogram 1	1	317829.mp3.wav	36.0	39.0	150	15000	ictwar1	Icterine Warbler	0.987009757138823	1
14	Spectrogram 1	1	317829.mp3.wav	36.0	39.0	150	15000	melwar1	Melodious Warbler	0.8918759220067662	2
15	Spectrogram 1	1	317829.mp3.wav	39.0	42.0	150	15000	ictwar1	Icterine Warbler	0.996995465677989	1
16	Spectrogram 1	1	317829.mp3.wav	39.0	42.0	150	15000	melwar1	Melodious Warbler	0.37365593061076996	2
17	Spectrogram 1	1	317829.mp3.wav	42.0	45.0	150	15000	ictwar1	Icterine Warbler	0.9968964401904472	1
18	Spectrogram 1	1	317829.mp3.wav	42.0	45.0	150	15000	melwar1	Melodious Warbler	0.2600150117663509	2
