Selection	View	Channel	Begin File	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence	Rank
1	Spectrogram 1	1	317841.mp3.wav	12.0	15.0	150	15000	yellow2	Yellowhammer	0.13132282744061788	1
2	Spectrogram 1	1	317841.mp3.wav	12.0	15.0	150	15000	wlwwar	Willow Warbler	0.12120173147778449	2
3	Spectrogram 1	1	317841.mp3.wav	15.0	18.0	150	15000	ictwar1	Icterine Warbler	0.999776030762518	1
4	Spectrogram 1	1	317841.mp3.wav	18.0	21.0	150	15000	ictwar1	Icterine Warbler	0.9999403477200262	1
5	Spectrogram 1	1	317841.mp3.wav	21.0	24.0	150	15000	ictwar1	Icterine Warbler	0.9995468530736329	1
6	Spectrogram 1	1	317841.mp3.wav	24.0	27.0	150	15000	ictwar1	Icterine Warbler	0.9990124538928852	1
7	Spectrogram 1	1	317841.mp3.wav	27.0	30.0	150	15000	woowar	Wood Warbler	0.13383343157052324	1
8	Spectrogram 1	1	317841.mp3.wav	27.0	30.0	150	15000	ettwoo1	Eurasian Three-toed Woodpecker	0.11430311976851884	2
9	Spectrogram 1	1	317841.mp3.wav	27.0	30.0	150	15000	eurtre1	Eurasian Treecreeper	0.1031812200489365	3
10	Spectrogram 1	1	317841.mp3.wav	3.0	6.0	150	15000	ictwar1	Icterine Warbler	0.9991712668033929	1
11	Spectrogram 1	1	317841.mp3.wav	3.0	6.0	150	15000	thelar1	Thekla's Lark	0.12520159736088388	2
12	Spectrogram 1	1	317841.mp3.wav	30.0	33.0	150	15000	ictwar1	Icterine Warbler	0.9986575164793051	1
13	Spectrogram 1	1	317841.mp3.wav	30.0	33.0	150	15000	marwar3	Marsh Warbler	0.13304619083674485	2
14	Spectrogram 1	1	317841.mp3.wav	33.0	36.0	150	15000	ictwar1	Icterine Warbler	0.9999374517502735	1
15	Spectrogram 1	1	317841.mp3.wav	36.0	39.0	150	15000	ictwar1	Icterine Warbler	0.9998444765691368	1
16	Spectrogram 1	1	317841.mp3.wav	39.0	42.0	150	15000	blared1	Black Redstart	0.2876007712819047	1
17	Spectrogram 1	1	317841.mp3.wav	39.0	42.0	150	15000	comcha	Common Chaffinch	0.20931771460324305	2
18	Spectrogram 1	1	317841.mp3.wav	39.0	42.0	150	15000	comred2	Common Redstart	0.20402527832840864	3
19	Spectrogram 1	1	317841.mp3.wav	42.0	45.0	150	15000	ortbun1	Ortolan Bunting	0.10675947790031211	1
20	Spectrogram 1	1	317841.mp3.wav	42.0	45.0	150	15000	wlwwar	Willow Warbler	0.10331099405495574	2
21	Spectrogram 1	1	317841.mp3.wav	45.0	48.0	150	15000	crithr	Crissal Thrasher	0.5999860863626804	1
22	Spectrogram 1	1	317841.mp3.wav	45.0	48.0	150	15000	normoc	Northern Mockingbird	0.2737947447696031	2
23	Spectrogram 1	1	317841.mp3.wav	45.0	48.0	150	15000	rinouz1	Ring Ouzel	0.12859398900791139	3
24	Spectrogram 1	1	317841.mp3.wav	48.0	51.0	150	15000	normoc	Northern Mockingbird	0.9272816363514602	1
25	Spectrogram 1	1	317841.mp3.wav	48.0	51.0	150	15000	crithr	Crissal Thrasher	0.5790357521452119	2
26	Spectrogram 1	1	317841.mp3.wav	48.0	51.0	150	15000	calthr	California Thrasher	0.1398211220587227	3
27	Spectrogram 1	1	317841.mp3.wav	51.0	54.0	150	15000	ictwar1	Icterine Warbler	0.9999337329894331	1
28	Spectrogram 1	1	317841.mp3.wav	54.0	57.0	150	15000	ictwar1	Icterine Warbler	0.9999808360638768	1
29	Spectrogram 1	1	317841.mp3.wav	57.0	60.0	150	15000	algnut1	Algerian Nuthatch	0.8991557311642099	1
30	Spectrogram 1	1	317841.mp3.wav	57.0	60.0	150	15000	krunut1	Krueper's Nuthatch	0.7028587612872879	2
