Selection	View	Channel	Begin File	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence	Rank
1	Spectrogram 1	1	508499.mp3.wav	12.0	15.0	150	15000	garwar1	Garden Warbler	0.9869221693641981	1
2	Spectrogram 1	1	508499.mp3.wav	12.0	15.0	150	15000	barwar1	Barred Warbler	0.10096604300436601	2
3	Spectrogram 1	1	508499.mp3.wav	15.0	18.0	150	15000	dunlin	Dunlin	0.15662887570217432	1
4	Spectrogram 1	1	508499.mp3.wav	15.0	18.0	150	15000	baisan	Baird's Sandpiper	0.12764681177926374	2
5	Spectrogram 1	1	508499.mp3.wav	18.0	21.0	150	15000	garwar1	Garden Warbler	0.30597726152315713	1
6	Spectrogram 1	1	508499.mp3.wav	18.0	21.0	150	15000	weowar2	Western Orphean Warbler	0.29319828845130014	2
7	Spectrogram 1	1	508499.mp3.wav	18.0	21.0	150	15000	eaowar1	Eastern Olivaceous Warbler	0.19160713012480557	3
8	Spectrogram 1	1	508499.mp3.wav	21.0	24.0	150	15000	garwar1	Garden Warbler	0.8590848212529654	1
9	Spectrogram 1	1	508499.mp3.wav	21.0	24.0	150	15000	barwar1	Barred Warbler	0.35531331980373604	2
10	Spectrogram 1	1	508499.mp3.wav	21.0	24.0	150	15000	benthr	Bendire's Thrasher	0.17518281245019213	3
11	Spectrogram 1	1	508499.mp3.wav	24.0	27.0	150	15000	brnthr	Brown Thrasher	0.1608261554964949	1
12	Spectrogram 1	1	508499.mp3.wav	24.0	27.0	150	15000	eurbla	Eurasian Blackbird	0.11762483204943318	2
13	Spectrogram 1	1	508499.mp3.wav	27.0	30.0	150	15000	rewbul	Red-whiskered Bulbul	0.6105694277391179	1
14	Spectrogram 1	1	508499.mp3.wav	27.0	30.0	150	15000	scoori	Scott's Oriole	0.4986913116088292	2
15	Spectrogram 1	1	508499.mp3.wav	30.0	33.0	150	15000	purmar	Purple Martin	0.4233936408660715	1
16	Spectrogram 1	1	508499.mp3.wav	33.0	36.0	150	15000	easmea	Eastern Meadowlark	0.18830957446936925	1
17	Spectrogram 1	1	508499.mp3.wav	33.0	36.0	150	15000	eawpew	Eastern Wood-Pewee	0.14991745230580486	2
