Selection	View	Channel	Begin File	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence	Rank
1	Spectrogram 1	1	318324.mp3.wav	12.0	15.0	150	15000	ictwar1	Icterine Warbler	0.9991278383890129	1
2	Spectrogram 1	1	318324.mp3.wav	15.0	18.0	150	15000	ictwar1	Icterine Warbler	0.9718407566597272	1
3	Spectrogram 1	1	318324.mp3.wav	15.0	18.0	150	15000	houwre	House Wren	0.14649222380135826	2
4	Spectrogram 1	1	318324.mp3.wav	18.0	21.0	150	15000	ictwar1	Icterine Warbler	0.7635124791824679	1
5	Spectrogram 1	1	318324.mp3.wav	18.0	21.0	150	15000	bkcvir1	Black-capped Vireo	0.21635246856656026	2
6	Spectrogram 1	1	318324.mp3.wav	18.0	21.0	150	15000	houwre	House Wren	0.15849542176740458	3
7	Spectrogram 1	1	318324.mp3.wav	21.0	24.0	150	15000	ictwar1	Icterine Warbler	0.9988060367320923	1
8	Spectrogram 1	1	318324.mp3.wav	24.0	27.0	150	15000	ictwar1	Icterine Warbler	0.9989088182036067	1
9	Spectrogram 1	1	318324.mp3.wav	27.0	30.0	150	15000	redkit1	Red Kite	0.423657540154805	1
10	Spectrogram 1	1	318324.mp3.wav	27.0	30.0	150	15000	herthr	Hermit Thrush	0.22314599760543297	2
11	Spectrogram 1	1	318324.mp3.wav	27.0	30.0	150	15000	eurbla	Eurasian Blackbird	0.10657173189112265	3
12	Spectrogram 1	1	318324.mp3.wav	3.0	6.0	150	15000	comsan	Common Sandpiper	0.12414453877254325	1
13	Spectrogram 1	1	318324.mp3.wav	3.0	6.0	150	15000	comswi	Common Swift	0.10130477473987057	2
14	Spectrogram 1	1	318324.mp3.wav	30.0	33.0	150	15000	ictwar1	Icterine Warbler	0.9999038405585634	1
15	Spectrogram 1	1	318324.mp3.wav	33.0	36.0	150	15000	ictwar1	Icterine Warbler	0.9998604784231252	1
16	Spectrogram 1	1	318324.mp3.wav	39.0	42.0	150	15000	marwar3	Marsh Warbler	0.5505987374447755	1
17	Spectrogram 1	1	318324.mp3.wav	39.0	42.0	150	15000	ictwar1	Icterine Warbler	0.36327498333401415	2
18	Spectrogram 1	1	318324.mp3.wav	39.0	42.0	150	15000	barswa	Barn Swallow	0.2816507591811326	3
19	Spectrogram 1	1	318324.mp3.wav	42.0	45.0	150	15000	ictwar1	Icterine Warbler	0.9759358172773278	1
20	Spectrogram 1	1	318324.mp3.wav	42.0	45.0	150	15000	blrwar1	Blyth's Reed Warbler	0.42653264611868724	2
21	Spectrogram 1	1	318324.mp3.wav	42.0	45.0	150	15000	thelar1	Thekla's Lark	0.12037797686295396	3
22	Spectrogram 1	1	318324.mp3.wav	45.0	48.0	150	15000	ictwar1	Icterine Warbler	0.9145385243559382	1
23	Spectrogram 1	1	318324.mp3.wav	45.0	48.0	150	15000	thelar1	Thekla's Lark	0.2861553300789663	2
24	Spectrogram 1	1	318324.mp3.wav	45.0	48.0	150	15000	barswa	Barn Swallow	0.18080418393783898	3
25	Spectrogram 1	1	318324.mp3.wav	48.0	51.0	150	15000	ictwar1	Icterine Warbler	0.6159352174042592	1
26	Spectrogram 1	1	318324.mp3.wav	48.0	51.0	150	15000	barswa	Barn Swallow	0.5423171909067265	2
27	Spectrogram 1	1	318324.mp3.wav	48.0	51.0	150	15000	marwar3	Marsh Warbler	0.39248594167237116	3
28	Spectrogram 1	1	318324.mp3.wav	51.0	54.0	150	15000	dunnoc1	Dunnock	0.9732025147338635	1
29	Spectrogram 1	1	318324.mp3.wav	51.0	54.0	150	15000	eubeat1	European Bee-eater	0.2924943272876601	2
30	Spectrogram 1	1	318324.mp3.wav	54.0	57.0	150	15000	ictwar1	Icterine Warbler	0.9998397513643035	1
31	Spectrogram 1	1	318324.mp3.wav	57.0	60.0	150	15000	ictwar1	Icterine Warbler	0.9997152790041569	1
32	Spectrogram 1	1	318324.mp3.wav	6.0	9.0	150	15000	ictwar1	Icterine Warbler	0.9975465267806154	1
33	Spectrogram 1	1	318324.mp3.wav	6.0	9.0	150	15000	melwar1	Melodious Warbler	0.11981521245474416	2
34	Spectrogram 1	1	318324.mp3.wav	9.0	12.0	150	15000	ictwar1	Icterine Warbler	0.80773327537841	1
35	Spectrogram 1	1	318324.mp3.wav	9.0	12.0	150	15000	sibrub	Siberian Rubythroat	0.566389485966623	2
36	Spectrogram 1	1	318324.mp3.wav	9.0	12.0	150	15000	grycat	Gray Catbird	0.33700349006164665	3
37	Spectrogram 1	1	318324.mp3.wav	60.0	63.0	150	15000	ictwar1	Icterine Warbler	0.9985491473678367	1
38	Spectrogram 1	1	318324.mp3.wav	72.0	75.0	150	15000	ictwar1	Icterine Warbler	0.9999374023338545	1
